Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Sai Ganesh Institute                  ,N/A,N/A,Malakpet,"Malakpet, Super Bazar Bus Stop Behind H D F C Bank",Delhi, 500036,India,https://www.myprivatetutor.com/userfiles/centers/center1424528154.jpg,"ACCA, CA - CPT, CA - Final, CA - IPCC, CFA, CFP, CIMA Certification, CMA Final, CMA Foundation, CMA Intermediate, CMA-CPA-ACCA-CIMA, CPFA, CS - Executive, CS - Foundation, CS Professional, Direct Tax Laws, ICWA & ICWAI, Accountancy, Algebra, Anatomy, Anthropology, Arts Group, Bengali, Bio Technology... More [+]",Sai Ganesh Institute started with the aim of imparting good education for the welfare of the society. Our founders have dreamt of building a country of knowledgeable and good human beings and started the spadework of nation building. We have come a long way since then through our untiring efforts towards this noble cause and success has resulted naturally.
Excellent Tuitions                  ,N/A,N/A,Sri Nagar Colony,"Beside Axis Bank, Srinagar Colony  
Hyderabad 
500073",Delhi, 500073,India,https://www.myprivatetutor.com/userfiles/centers/center1425452781.png,"Abacus Training, Communicative English, Handwriting, Language, Mental Maths, Olympiad Exam Preparation, Personality Development, Speech & Drama, Spell Bee Training, ERP Training, Parasoft, Salesforce CRM, SAP Training, Selenium Training, Sharepoint, Weblogic, Websphere, Advanced Excel, Basic Compute... More [+]","
	Excellent Home Tuition's provide excellent home and online tutors with full background check up of tutors.We are primarily based in Hyderabad.We also provide assignments along with tutors."
Js Chemistry Classes                  ,N/A,N/A,Sri Nagar Colony,"C9, C- Block, Balaji Nilayam Madhuranagar, Yousufguda",Delhi, 500038,India,https://www.myprivatetutor.com/userfiles/centers/center14154322743384.jpg,"Chemistry, English, Biology, Mathematics, Physics, AIEEE, BITSAT, CET, IIT JEE Mains, AIPMT, Medical Entrance Exams, EAMCET, KVPY Exam, IBSAT, NEET, NIOS","A renowned tutorial centre at Yousufguda with good track record. Our previous best result in JEE mains 12th rank (regional) and many ranks below 100 in medical entrance. Conceptual clarity with crispy teaching from basic level. In depth coverage of troubleshooting topics, short cuts with time managing solving methods. Online test series assistance for BITSAT, JEE Mains Exams and so on."
Liverpool John Moores University                  ,N/A,N/A,Sri Nagar Colony,"8-3-976/105, Shalivahana Nagar, 
Sri Nagar Colony, Hyderabad, 500073",Delhi, 500073,India,,"IELTS, TOEFL, ACT Exam, FMS, GMAT, GRE, NBDE, NCLEX, OET, PSAT, PTE, SAT, Study in Australia, Study in Canada, Study in China, Study in Dubai, Study in Europe, Study in France, Study in Germany, Study in Ireland, Study in New Zealand, Study in Norway, Study in Singapore, Study in Switzerland, Study ... More [+]","
	Institute was founded by people of power and influence who recognised the transformative effects of education and the impact that learning and aspiration could have on individuals, communities and society. As a modern, civic university, we are integral to the life of the city, but we are also global in our approach, forging international partnerships to facilitate world-leading research and collaboration to tackle some of the huge global issues facing the modern world that have an everyday impact here at home."
The Fireflies Preschool                  ,N/A,N/A,Domalguda,"1-2-593/24, Nr.  A V College, Domalguda, Hyderabad",Delhi, 500029,India,,Summer Camps,"
	The Fireflies Preschool is a well reputed activity based school offering a wide range of educational programs which are all aimed at the the overall development of young children. We follow an innovative training approach as well as curriculum where we tend to provide the proper guidance required by the students to achieve their their maximum potential. All our teachers are well qualified, friendly and approachable."
Escapades Culinary Studio                  ,N/A,N/A,Kondapur,"Flat 402, Garden View Enclave, Plot 23, Whitefields, Kondapur",Delhi, 500084,India,,Summer Camps,"
	Escapades Culinary Studio offers various range of Culinary training courses of individuals of all age groups. A wide range of cooking classes are provided by us which are all conducted by well experienced trainers. We provide maximum exposure to our students. Supportive study materials are also provided as per need."
Our Sacred Space                  ,N/A,N/A,Vijay Nagar,"9-1-84, Sardar Patel Road, Next To Orchids Florist",Delhi, 500026,India,,Summer Camps,"
	Our Sacred Space is a unique Environmental and Cultural Center organizing and conducting various art and cultural workshops, camps and programs for individuals of every age group. All our sessions are designed in a fun and interactive manner which makes the learning process a fun experience for the students."
Creya Learning                  ,N/A,N/A,Banjara Hills,"258/ A, M L A Colony, Road No 12,  Banjara Hills",Delhi, 500034,India,,Summer Camps,"
	Creya Learning is a well reputed educational institute dedicated towards equipping children with skills, literacies, competencies and the attitude needed to thrive in the dynamic present world. We follow an innovative curriculum which follows to various international standards (IB, IGCSE) and our own national standards."
Adventure Student Camp                  ,N/A,N/A,Amberpet,"2-2-23/37/A,
D.D.Colony,
Bagh Amberpet,
Land Mark : Near Andhra Bank,
Hyderabad",Delhi, 500044,India,,Summer Camps,"
	Adventure Student Camp is formed by a group of individuals who are having a vision of providing building blocks for the construction of an ideal social background in our country. Our organization consists of people from all fields of intellectual excellence including IIT/IIM graduates, doctors, professors etc. We conduct camps throughout India which are aimed at the youth of the country."
Kriyative Edge                  ,N/A,N/A,Madhapur,"#82, Kavuri Hills, Madhapur",Delhi, 500081,India,https://www.myprivatetutor.com/userfiles/centers/center1461749369.jpg,"Coding & Programming, Robotics","
	Kriyative Edge works with the sole objective of bringing a proven concept of learning intertwined with play for every child. Our mission is to put in place a robust activity based curriculum which can supplement the conventional academic curriculum by having a practical approach to the learning programs in school. We follow a simple approach and try to promote learning as a fun activity. We mainly offer technical training services to school as well as college students."
Jagsar International Technolabs Pvt.ltd                  ,N/A,N/A,Banjara Hills Hyderabad,"V Floor, Vaishnavi Arcade, Road No:1 Banjara Hills , Road No: 1
Locality: Banjara Hills, Hyderabad, India- 500034.
Landmark: Vaishnavi Arcade",Delhi, 500034,India,,IIT JAM,"V Floor, Vaishnavi Arcade, Road No:1 Banjara Hills , Road No: 1
Locality: Banjara Hills, Hyderabad, India- 500034.
Landmark: Vaishnavi Arcade"
New Generation Computers                  ,N/A,N/A,Adikmet,"2nd Floor, Opposite City Union Bank, Near Uppal Depot, Boduppal, Hyderabad, 500092",Delhi, 500092,India,,"Advanced Excel, Basic Computer, Computer for official job, MS Office, School level computer, Tally ERP 9, Corporate Communication, Effective Communication, Public Speaking, Spoken English, .Net, C, C++, C# (C Sharp), Java and J2EE, Visual Basic, AJAX Training, Java Script, PHP and MySQL","2nd Floor, Opposite City Union Bank, Near Uppal Depot, Boduppal, Hyderabad, 500092"
Edurit Ca                  ,N/A,N/A,Amberpet,"Nallakunta, Barkatpura, Hyderabad, 500044",Delhi, 500044,India,,"CA - CPT, CA - IPCC, Accountancy, Business Maths, Business Organisation, Business Studies, Commerce Subjects, Costing","
	While there are many education service providers around, EDURIT CA is setting new standards in professional education with conceptual learning linked to practical orientation with focus towards career with moral standards."
Edvie.com                  ,N/A,N/A,Nagole,"Plot No.19 & 20, Rd Number 1, Shivani Nagar Colony, Nagole, Hyderabad, Telangana 500068",Delhi, 500068,India,,"Chemistry, Mathematics, Physics","
	About Edvie Derived from combining the words, Education� and to compete, EdVIE was created in an effort to give students a competitive edge in all their future endeavors. A product of EnLume Inc, EdVIE offers every student a unique blend of education and technology, providing them with extensive content at their fingertips. Why EdVIE? EdVIE currently provides live online tutoring classes for students from class 6 to 10. EdVIE offers Online classes for Math, Physics, Chemistry, IIT, AIEEE, SAT and other entrance examinations. Our comprehensive study material stimulates effective learning and inÂ­depth conceptualization of subjects. Our interactive/collaborative Live lessons, worksheets and puzzles will help students hone their mathematical and science skills. 40 + revision sessions provided for recap/concept reinforcement. Students will be given a chance to take 15000+ practice tests. These online practice tests help students to crack any competitive exam with ease as they have gone through numerous practice tests covering all sample papers and important questions that boost their preparation (for IIT, SAT, AIEEE etc..) We aim at ensuring progress in the students education graph. EdVIE teaches students to be speculative , to explore, and to make themselves self sufficient in scoring the best results. Our Mission At EdVIE, we strive to help our students develop the essential, fundamental knowledge of STEM subjects as early as grade 6. We believe in the importance of establishing a solid foundation in Maths, Physics and Chemistry as STEM education is becoming increasingly important to student success. Our Methodology Through structured online courses, professional guidance, consistent preparation and practice, we make sure every single EdVIE student gains lifeÂ­long educational and realÂ­world expertise. We make it a priority to provide students with individualized rankings, progress reports and performance analysis allowing them to easily track their success."
Qedge Technologies                  ,N/A,N/A,Ameerpet,"Flat No: 204, 2nd Floor, Nagasuri Plaza, Opp. Maitri Vihar, Ameerpet, Hyderabad, Telangana 500082",Delhi, 500082,India,https://www.myprivatetutor.com/userfiles/centers/center1468824499.jpg,"ERP Training, Salesforce CRM, SAP Training, Selenium Training, SAP Certification, Big Data & Hadoop, DBMS & RDBMS, Data Science, Informatica, Software Testing","
	QEdge Technologies is a significant IT sector, offering courses on high-quality technical areas. Through us, aspiring students will get to learn the importance of IT training project development and the recruitment procedure. Additionally, we have special courses in enterprise application integration and the current software development field. Our core competency area is derived from years of experience in this industry. We ensure you perfect design and IT development course. We deliver only proven technical solutions. QEdge Technologies is your one-stop solution for all sorts of IT related problems or queries. It is a professionally managed and independent company, which has entered into various strategic business alliances with some of the leading names and service providers. We follow only the contemporary styled teaching technique, as we believe in providing students with their needful desires in current IT sector. Additionally, we have a state of the art developed technology development center, which offers online training, classroom functions and offshore development sectors to domestic and some of the overseas clients. We have started our journey as a small sector, but now have expanded it to international borders."
Sg Technologies                  ,N/A,N/A,Abids,Sg Technologies 3-4-627/a 3rd Floor Street No: 8 Narayanguda,Delhi, 500029,India,,"C, C++, Java and J2EE, Perl Programming, Shell Scripting",Sg Technologies 3-4-627/a 3rd Floor Street No: 8 Narayanguda
King's Academy                  ,N/A,N/A,Shaikpet,"Raidurg, Darga, Near Shaikpet, Hyderabad, 500008",Delhi, 500008,India,,All Subjects,"
	King's Academy as an institute located in the city of Hyderabad. We impart in the field of school education. We not only helps the students to improve in their education but also nurture them to solve the problems on their own."
Naadam Organisation                  ,N/A,N/A,Ameerpet,"4d, KVR Enclave, Beside Bata Showroom, Near Stayam Theater, Ameerpet",Delhi, 500038,India,,Spoken English,"
	Naadam Organisation is a reputed tutorial center based in the city of Ameerpet, Hyderabad for language segment. The center is the outcome of the dreams of our founders who have made its name through the power of integrity and hard work. Join our programme and build strong knowledge in your subject."
