Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Excellence Institute                  ,N/A,N/A,Dadar (e),"4/19,rupal,d.phalke Road,dadar(c.r)",Delhi, 400014,India,https://www.myprivatetutor.com/userfiles/centers/center1431499392.png,"All Subjects, Biology, Chemistry, Computer, English, EVS, Geography, Hindi, History, Language, Mathematics, Physics, Science, Special Education, Accountancy, Anatomy, Bio Technology, Botany, Business Maths, Business Organisation, Business Studies, Commerce Subjects, Computer Science, Costing, Econom... More [+]","
	Excellence Private is a reputed coaching center based in the city of Mumbai. We provide coaching based tutoring for school and college level segment/subjects. We are always there to guide students in choosing a right course and right university at right the time. They get their doubts cleared by our highly professional faculty. A personality test before selecting any course let students to know their relative standing, their strong and weak points and then help them prepare accordingly."
Computer Global Academy                  ,N/A,N/A,Kandivali (e),OBEROI PARK KANDIVALI EAST,Delhi, 400101,India,,"Advanced Excel, Basic Computer, Computer for official job, MS Office, School level computer, Tally ERP 9, All Subjects, Business English, Corporate Communication, Effective Communication, IELTS, Public Speaking, Spoken English, TOEFL, Arabic, Chinese, Danish, English, French, German, Hindi, Italian,... More [+]","
									Computer Global Academy welcomes students who are prepared to interface their experience and diverse backgrounds with our high-end educational programmes. "
Vedang Tutorial                  ,N/A,N/A,Kandivali (w),"Shop No. 45, MMRDA Market, Thakur Complex, Kandivili(east), Mumbai-400101",Delhi, 400101,India,https://www.myprivatetutor.com/userfiles/centers/center1452593045.png,"Accountancy, Algebra, Business Organisation, Chemistry, Commerce Subjects, Costing, Economics, English, Mathematics, Physics, Statistics, Biology, Auditing, B.Com Tuition, B.Sc Tuition, Banking & Finance, BBA Tuition, Business Maths, Direct Tax, Financial Management, Indirect Tax, CET, IIT JEE Mains... More [+]","
	
Vedang Tutorial is a reputed tutorial/coaching based in the city of Mumbai for school and college level segment/subjects and specializing in competitive examinations and related based topics. We provide complete preparation for 2016 exams. We cover all the relevant topics and hold classes per/week. We hold special classes for weaker student and also Daily/weekly classes for practice purpose. Our center also conducts Crash course/Demo for students of all standards and competitive exams/test papers for the same."
Iit- Sankalp- Academy                  ,N/A,N/A,Mira Road (e),1303/2 Gaurav Woods Phase-1 Mira Road East,Delhi, 401107,India,https://www.myprivatetutor.com/userfiles/centers/center1444727585.jpg,"Accountancy, Algebra, Biology, Botany, Business Maths, Business Organisation, Business Studies, Chemistry, Commerce Subjects, Computer Science, Economics, IT & Computer Subjects, Mathematics, Physics, Zoology, All Subjects, History, Marathi, NSTSE, NTSE, Olympiad Exam Preparation, School level compu... More [+]",We are working in the areas of IIT JEE Main and Advance and AIPMT preparatory programmes. Our work includes general studies coaching programmes for International Boards. Our classes are designed to bring the students potential to the fore.
Tutor Jar                  ,N/A,N/A,Borivali (w),"F-5, 1st Floor, Moksh Plaza Mall, Opp. Borivali Station, S.v. Road, Borivali (west)",Delhi, 400092,India,,"Accountancy, Anatomy, Biology, Botany, Business Maths, Business Studies, Chemistry, Commerce Subjects, Economics, English, Mathematics, Physics, Statistics, Zoology, B.Com Tuition, B.Sc Tuition, B.Tech Tuition, Banking & Finance, BBA Tuition, BCA Tuition, Bio Chemistry, Financial Management, M.Com T... More [+]","
	We at Tutor Jar provide classroom coaching for govt. entrance and study abroad entrance. We are a renowned name today bagging most promising education institute in Mumbai. The institute was started with a vision to have bring the best in students through toiling, handwork and rigorous practice session. Dealing with courses GMAT/GRE/SAT/IELTS/TOEFL we have consistently proved and imparted the best to our students via easy learning medium, highly interactive sessions and proper guidance."
Irfan Sir Engineering Classes                  ,N/A,N/A,Dadar,"Room - 112, 1st Floor, Pearl Centre, Opp. Vidyalankar's Office, Senapati Bapat Marg (Tulsi Pipe Road)",Delhi, 400028,India,https://www.myprivatetutor.com/userfiles/centers/center1452746271.jpg,"Mechanical, Robotics","
	Irfan Sir Engineering Classes provide Classroom tutoring in the form of Vacation, VCR, Regular and Crash Batches for the following subjects of Mechanical Engineering for Mumbai University, Sem - III onwards. Sem - III: Thermodynamics. SOM. Sem - IV: Fluid Mechanics. TOM - I PP - 2. Industrial Electronics. Sem - V: Heat Transfer. TOM - II. I . C. Engines. MMC. Sem - VI: Mechanical Vibration. Machine Design - I. Thermal & Fluid Power Engineering. Finite Element Analysis. Mechatronics. MQE. Sem - VII: Machine Design - 2. Mechanical Utility Systems. CAD - CAM - CAE. Sem - VIII: Design of Mechanical Systems. Refrigeration & Air - conditioning."
Gurukulonline Learning Solutions Pvt. Ltd.                  ,N/A,N/A,Vile Parle (e),"3rd Floor, Sri Krishna Nivas, Sharadhanad Road, Vile Parle (East)",Delhi, 400057,India,https://www.myprivatetutor.com/userfiles/centers/center144966792214040.jpg,"ACCA, CA - CPT, CA - Final, CA - IPCC, CFA, CFP, CIMA Certification, CMA Final, CMA Foundation, CMA Intermediate, CMA-CPA-ACCA-CIMA, CPFA, CS - Executive, CS - Foundation, CS Professional, Direct Tax Laws, ICWA & ICWAI","GurukulOnline Learning Solutions Pvt. Ltd. (GOLS) is an eLearning institute providing online coaching to aspirant CA and CS students. GurukulOnline Learning Solutions™ (GOLS) is not just an ordinary on-line coaching institute. Today, it is a National Award winner brand where study becomes easy, meaningful and lively. At GOLS, your learning becomes a remarkable Experience! Because we care for you. Here is why and how GOLS is unique. TeachBest™- Our unique Teaching Methodology that helps you to face your exam with confidence• Video Lectures on ALL subjects covering the Entire Syllabus like your classroom lectures. You can refer them any time, on any device. As many times you want. • Academic Counseling - where you interact with the faculty LIVE through Live Virtual Classroom session. Get further insight and explanation on topics, shoot questions. • Discussion Forum – Offline platform to participate in the discussion, get opinion, clear doubts from teachers / peers."
Veera Academy                  ,N/A,N/A,Grant Road,"315 /B, 12 Th Lane Khetwadi, Near Junior Kidz Preschool,",Delhi, 400007,India,https://www.myprivatetutor.com/userfiles/centers/center144249859811043.jpg,"Abacus Training, Mental Maths, Olympiad Exam Preparation, Spell Bee Training, Accountancy, Algebra, Anatomy, Anthropology, Arts Group, Bengali, Bio Technology, Biology, Botany, Business Maths, Business Organisation, Business Studies, Chemistry, Commerce Subjects, Computer Science, Costing, Economics... More [+]","
	Brilliant Academy is a reputed tutorial/coaching based in the city of Mumbai for school and college level subjects. We offer excellent training facilities with competent faculties to help you gain a strong foundation in the subject and prepare to perform well in the examinations."
Paathshala Education Institute                  ,N/A,N/A,Thane,"302, Cosmos Avenue, Near ShivSagar Restaurent, Thane West Railway Station Area, Thane West",Delhi, 400601,India,https://www.myprivatetutor.com/userfiles/centers/center1416387906.jpg,"Biology, Chemistry, Computer Science, Mathematics, Mental Maths, NSTSE, NTSE, Olympiad Exam Preparation, Physics, Zoology, Algebra, Botany, AIEEE, BITSAT, CET, GATE Exam, IIT JEE Mains, AIPMT, Medical Entrance Exams, NEET","
	At Paathshala, we as a team of professional and experienced post graduates (including professors graduated from IITs) endeavor ‘conceptual thinking’ amid ambitious aspirants at the school level, early college level and professional course level. Our faculty panel consists of IITians, National Merit Holders and experienced professors. Besides coaching on the new revised syllabus, we stretch our hands out for the students to walk an extra mile in pursuing the area of interest with respect to their career goals. Students are prepared for competitive exams conducted on a national level; a requirement to secure an admit in top Educational Institutions. Some of the most important of them are IIT-JEE (Indian Institute of technology – Joint Entrance Examination), NEET UG and GATE (Graduate Aptitude Technical Entrance). Paathshala is a startup initiative by 2 IIT Aluminus - Prof. Sagar Patil (Electrical Engineering, B. Tech, IIT Bombay), Prof. Rohit Tilak (B. Tech, IIT Delhi, Civil Engineering) The emphasis is on clarity of thought, provision of excellent study material, daily practice problems, weekly and monthly tests and regular holistic evaluation and feedback to the parents. Presently we have centers in Thane(HO), Airoli and Dombivili. The current fees are nominal and less than 50% of what major coaching classes in Mumbai charge. We sincerely hope to be able to be a part of the brightness, in the future of your child. "
Genius Education Center                  ,N/A,N/A,Powai,"Kailash Raghu Chs Shop 11 And Plot No 1, Sector 22, Near Jimmy Tower, Sangam Dairy, Koparkhairane",Delhi, 400709,India,https://www.myprivatetutor.com/userfiles/centers/center1424236307.png,"Accountancy, Biology, Business Maths, Business Organisation, Business Studies, Chemistry, Commerce Subjects, Costing, Economics, English, Geography, Hindi, History, IT & Computer Subjects, Mathematics, Physics, Statistics, All Subjects, School level computer, Spoken English, Corporate Communication,... More [+]","
	Genius Education Center is a reputed institute based in the city of Mumbai. All general subjects, CA, CS,  BBA, MBA, Engineering are offered by experienced teachers through well structured classroom programmes. Each student gets benefit from our classes."
Edmile                  ,N/A,N/A,Kandivali (e),"Corner Bungalow, Cristen Lane, Kandivali ( East )",Delhi, 400101,India,https://www.myprivatetutor.com/userfiles/centers/center14532719213792.jpg,"Bank Clerical, Defence Exams, IAS Preparation, IES Exam, Insurance Exams, Railways Exams, School Service Commission, SSC Exams, UPSC Exam, GATE Exam, Medical Entrance Exams, PG Medical, MBA Entrance, Law Entrance, IIT JEE Mains, NIFT","
	Edmile Educaton is the premium tutorial and career counselling service changing the way people learn things.We care about students needs and hence we with best tutors in the city,train them and curate course contents to provide you excellent learning experience monitored by technology. Most students are not able to understand the concept during the class due to the large batch sizes of 60-80 students per batch Personal attention is not given to students. Timely counselling on what to study and how to study is not done for the student Faculty changes frequently and inadequate faculty leads to a mismanagement of study schedule Students who are performing poorly are ignored. Concentrating only on good performer leads to improve ranks for the coaching class but many potential IITians lose out."
Paras Piyush Classes                  ,N/A,N/A,Charni Road Railway Station,"29, 2nd Floor, Lifescapes Nilay, Parmanand Wadi, Thakurdwar, Charni Road ( E ), Opp To Luhana Mahajan Wadi Near Cptank",Delhi, 400002,India,https://www.myprivatetutor.com/userfiles/centers/center1424237922.png,"Accountancy, Business Maths, Business Organisation, Business Studies, Commerce Subjects, Costing, Economics, English, Statistics, Auditing, Direct Tax, Financial Management, Hindi, Indirect Tax, IT, CA - CPT, CA - IPCC, CMA-CPA-ACCA-CIMA, CS - Foundation",Paras Piyush Classes the best tuition in the Mumbai region in the school and college level segments and is reputed coaching center specializing in test preparation. Experts from the field of CA provide comprehensive guidance in the students learning process.
Manohar Classes                  ,N/A,N/A,Matunga,"Manohar ClassesShop No. D7,Bafna Apts., Mogul Lane Mahim, Mumbai - 400016",Delhi, 400016,India,,"Algebra, Biology, Chemistry, Mathematics, NSTSE, NTSE, Physics, Zoology, Anatomy, Botany, Business Maths, KVPY Exam, Statistics, B.Sc Tuition, Electronics, AIEEE, BCA Entrance, BITSAT, CET, GATE Exam, IIT JEE Mains, IES Exam","
	We are providing coaching for a wide ranges of regular courses. Manohar Classes has the right ambiance of learning and our trained faculties make you develop an interest in your studies."
Learning Planet                  ,N/A,N/A,Juhu,"Block No. 4, Ground Floor, Kaushik Building, N S Road No. 1",Delhi, 400049,India,,Summer Camps,"
	Learning Planet is a well reputed educational institute offering holistic and encouraging environment where children can achieve their potential at their own pace valuing their individual uniqueness. We are committed to offer the best quality training approach ensuring the overall development of the students."
Emanant Minds                  ,N/A,N/A,Borivali (w),"C-9, Rajesh Apartment, Chandavarkar Road Opposite Ghanta Panwala",Delhi, 400092,India,,Summer Camps,"
	Emanant Minds is a well established educational institute working with the objective of developing children as intuitive self - dependent thinkers. We help students to grow and attain their maximum potential through various tools and solutions and providing them with ample thinking opportunities."
Koala Hug                  ,N/A,N/A,Goregaon ( E),"DB Realty Building, Opp. Shagun Mall, Film City Road, Near Oberoi Mall, Goregaon - (East)",Delhi, 400063,India,,Summer Camps,"
	Koala Hug is a well established educational center where our cultures are valued, passed and passed to the nest generations. Our programs as well as curriculum are based on research and drafted by experienced and internationally qualified curricula drafters. Each curriculum is reviewed and approved by an advisory committee consisting of teachers and consultants to ensure that the level of education exceeds foundation requirements."
Roots                  ,N/A,N/A,Chembur,"Unit 1, E D-E L, 11th Road Below Federal Bank, Chembur East, Mumbai",Delhi, 400071,India,,Summer Camps,"
	Roots is a well established activity center offering various educational courses, program, workshops and various other activities ensuring the overall development of students. We ensure that all our program are designed and conducted in such a manner which would result into the physical, cognitive and social development of each child coming to us."
