Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Blossoms                  ,N/A,N/A,Shahpura,B-228 Shahapura,Delhi, 700054,India,,"Abacus Training, Handwriting, Language","
	As an institute we are constantly looking for the enrichment of the students associated with us. We strongly believe that to groom a person grooming has to be from the childhood state."
Gate Way To Success                  ,N/A,N/A,Mp Nagar,Gate Way To Success 131/14 Jindal Complex Zone 2 MP Nagar Bhopal,Delhi, 462001,India,https://www.myprivatetutor.com/userfiles/centers/center1453702913.jpg,"Civil, Electrical, Electronics, Mechanical, DMRC Entrance, PWD & CPWD, Railways Exams, SSC Exams","
	GTS (Gateway to Success) - a name synonimous a way to success founded and supported by alumni of IIT'S (Indian Institute of Technology). GTS is a pool of brians which help and suggest the way to success. The majority of students aspire to be placed well (in Govt Jobs) but very few of them realize their aspirations because they lack proper guidance despite deserving to complete. In fact, if they are motivated and trained properly for the preparation of these competitive exams with an edge, they are bound to succeed. Aiming to help realize the dreams of thousands of such students GTS is provided with success gurantee plan for competitive exams. GTS provide comprehensive regorous classroom coaching for AE/JE technician recruitment test (Diploma/BE/ITI level) in various PSU'r railways SSC-JE metro railway, SAIL, state electricity board, and various AE/JE/Technician jobs of state and central government in their various department like pwd, EWD, irrigation , bridge corporation etc. by creating an excellent competitive environment in student community by virtue of imparting qualitative education with consolidated strategy and scientific approach gets students clear their recruitment."
Cognate Minds                  ,N/A,N/A,Bhel,"Plot No 22, Sector C",Delhi, 462016,India,https://www.myprivatetutor.com/userfiles/centers/center1453101775.jpg,"Business English, Corporate Communication, Effective Communication, Spoken English, Handwriting, Communicative English, Personality Development, Speech & Drama, Acting & Drama, Film Making, Summer Camps, Group Discussion, Interview Skills, Presentation Skills, Soft Skills","

		Small Batch of 25

		Best Grooming and Professional Environment

		Library Facility

		Hostel Facility
"
Grannys Garden                  ,N/A,N/A,Danish Nagar,"1st Building, HarvanshVihar, Danish Nagar Bus Stop, Hoshangabad Road",Delhi, 462026,India,https://www.myprivatetutor.com/userfiles/centers/center1451901861.png,"Abacus Training, All Subjects, Business English, Corporate Communication, Effective Communication, Spoken English, Basic Computer, MS Office","
	Granny’s Garden is one of the leading educational institute in Bhopal. We offer a wide range of courses including English speaking, abacus, computer, hand-writing improvement, crash courses and many more. Along with this, we are the only institute that provide coaching classes for all subjects from standard 1st to 12th. Our teaching methodology is totally different from conventional methods of classroom teaching. We provide interactive learning environment to our students, focus on individual student performance and provide active participation between student and teacher. Granny’s Garden welcomes you to join our community for amazing learning experience."
Economics Tutorial                  ,N/A,N/A,Kola Road,Economics Tutorials,Delhi, 462042,India,,"All Subjects, EVS, Geography, History, Business Studies, Commerce Subjects, Economics, Statistics, IAS Preparation, IES Exam, MPPSC, UGC Net, BA Tuition, Banking & Finance","
	We provide tuition economics and business studies for all classes and Home tuition for class 11 and 12 CBSE and other boards."
Gurukul                  ,N/A,N/A,Mp Nagar,"H-23 , First Floor , Opp. Pragati Petrol Pump , Zone",Delhi, 462016,India,https://www.myprivatetutor.com/userfiles/centers/center1448020401.jpg,"All Subjects, Chemistry, Commerce Subjects, Mathematics, Physics, Spoken English, Effective Communication","
	We are very renowned study center located in Bhopal. We provide complete guidance and help students to achieve their dream"
Sigma4 Tutorials                  ,N/A,N/A,Malviya Nagar,Madan Mahal Jabalpur,Delhi, 482001,India,,"Computer Science, Mathematics, School level computer, Mental Maths, IT & Computer Subjects, Data Structures, Computer, IT","

		Coordinate Geometry

		3D geometry

		Trigonometry

		Calculas in higher secondary mathematics

		Engineering mathematics Compiler Design

		Operating Systems

		Theory of Computations

		Computer Architecture & Organization

		Design & Analysis of Algorithms
"
Gurukul                  ,N/A,N/A,Bhopal Talkies,"H-23 , FIRST FLOOR",Delhi, 462016,India,https://www.myprivatetutor.com/userfiles/centers/center1442229443.jpg,"All Subjects, Computer, Communicative English, Special Education, English, Accountancy, Business Maths, Computer Science, Mathematics, Hindi",Gurukul is a reputed tutorial based in the city of Bhopal. We are having well designed coaching programmes for all school students. Here study is a sacred activity and we perform it with utmost dedication and integrity. Students passed through us carry a wealth of knowledge and a beautiful mind.
Hamrahi Corp.                  ,N/A,N/A,Surendra Vilas,"A-33, SANSAR BUILDING, VIDHYA NAGAR",Delhi, 462026,India,https://www.myprivatetutor.com/userfiles/centers/center1444732213.jpg,"Accountancy, Economics, CA - CPT, Management Subjects, Tally ERP 9","We are a tutorial institute for vocational training and placement services, promoted by Hamrahi Group. We are primarily based in the city of Bhopal for school and intermediate subject. Our programmes are well researched and designed as per the students need and the demand of the industry. Join our programmes and benefit a better future !"
Erp Infotech                  ,N/A,N/A,Mp Nagar,137/1 Infront Of Vikramaditya College M.p. Nagar Zon-2,Delhi, 462011,India,,"Management Subjects, SAP Training, Shipping & Logistics, Business Etiquette, Soft Skills","ERP Infotech provides training in all modules of SAP with placement assistance. Training in SAP SD, MM, FI/CO, HR, ABAP, BASIS etc available here. We have best faculties and infrastructure and the right ambience to bring the best in you."
Vidhya Institute                  ,N/A,N/A,Saket Nagar,"188/2c, Saket Nagar, Bhopal, Madhya Pradesh",Delhi, 462024,India,,"Chemistry, English, Mathematics, Physics, Electronics, IELTS, Study in Australia, Study in New Zealand, Study in UK","
	- Mock tests

	- One to one tutoring

	- Self prepared notes"
In-home Tutors Academy.                  ,N/A,N/A,Minal Residency,PLOT NO.44 SAGAR  ESTATES AYODHYA BY PASS ROAD,Delhi, 462041,India,https://www.myprivatetutor.com/userfiles/centers/center1436361506.jpg,"All Subjects, Accountancy, Computer Science, Economics, Mathematics","Why  In-Home Tutors Academy! Tutoring…


•	In-Home Tutors Academy! Tutors are Qualified Teachers and/or Degreed Professionals


•	In-Home Tutors Academy! Tutoring is One-on-One, Private and Personalized to the Student’s Needs

•	In-Home Tutors Academy! Tutoring is performed In Your Home and Around Your Schedule

•	In-Home Tutors Academy! Tutoring is Affordable and Does Not Require Long Term Contracts"
Knowledgestudio                  ,N/A,N/A,Mp Nagar,"Mp Nagar, Bhopal 
462001",Delhi, 462001,India,https://www.myprivatetutor.com/userfiles/centers/center1442572702.jpg,"Accountancy, Business Studies, Commerce Subjects, Economics, B.Com Tuition, Direct Tax, Indirect Tax, Company Laws, Contract Act Laws, Criminal Laws, Tax Laws, Event Management","We at Knowledge Studio are committed to groom you to perform best not just in exams but in your life. We primarily deliver educational lessons in an unconventional way for Commerce stream, which includes nightmare subjects (for a few) like Accounts, Economics, Business Studies and Mathematics. Lets make learning, a way of life."
Leher Consultancy                  ,N/A,N/A,Minal Residency,D/450 New Minal Jk Road,Delhi, 462011,India,https://www.myprivatetutor.com/userfiles/centers/center1425974026.jpg,"All Subjects, Chemistry, Biology, Mathematics, Physics, Spoken English, Effective Communication",Our centre has happened by the enthusiasm of some competent and idealist professionals who wanted to build a better future for the children of our country. With the sheer power of their endeavour we have grown to a great length within a short span of time. We have all the infrastructure necessary to build the students strength in their education and abilities to perform with excellence.
Additive Academy                  ,N/A,N/A,Hoshangabad,"A-33, Vidhya Nagar, Hoshangabad Road",Delhi, 462026,India,https://www.myprivatetutor.com/userfiles/centers/center1424376265.jpg,"Accountancy, Economics, Management Subjects","We are a premier institute in teaching Accounts and Economics for class 11th and 12th CBSE, MB BOARD with expertise in each subject. Additive Aacdemy is working for the cause of quality education and producing good quality citizens for our country."
Cmc Bhopal                  ,N/A,N/A,Professors Colony,"10, Char Bungalow Road, Civil Lines, Professors Colony",Delhi, 462002,India,https://www.myprivatetutor.com/userfiles/centers/center1420692478.jpg,".Net, Android Training, C, C++, CCNA Certification, Data Structures, Hardware Training, Java and J2EE, LAMP Pro Training, Multimedia, Networking, Oracle Training, PHP and MySQL, Unix/Linux","
	CMC Bhopal is a leading systems engineering and integration company in India, offering application design, development, testing services and asset-based solutions in niche segments through turnkey projects for mission critical systems. CMC was the first ever enterprise in India to set up a countrywide data network called INDONET - a computer network providing access to major cities in India, way back in 1985. It executes large and complex turnkey projects, and has built, managed and supported it’s customer's IT systems across the value chain of infrastructure, applications and business processes."
Mahendras Jhansi                  ,N/A,N/A,Aakriti,"Top Floor, Parivar Plaza, Near Arya Kanya Inter College, Sipri Bazar, Jhansi",Delhi, 284003,India,https://www.myprivatetutor.com/userfiles/centers/center1420718590.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	To let the merit of country reach to the seats of banking and insurance sector job we provide coaching and guidance. In this sector we are the best in the region. Extremely qualified teachers and detailed study materials shall help you progress in the path of your dreams. Mahendra's Jhansi is your only destination to success."
Mahendras Jabalpur                  ,N/A,N/A,Aakriti,"1230 Bhawani Plaza, 3rd Floor, Near 4th Brige Napier Town",Delhi, 482001,India,https://www.myprivatetutor.com/userfiles/centers/center1420718471.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	Everyone has unique educational strengths, weakness, needs and preferences. Based on our evaluation of the student's abilities coaching is provided. Weaker students are given special classes whenever required. Complete guidance is provided by us regarding the examination you aspire to appear in. Mahendras Jabalpur is your only destination to success."
