Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Scientia Education                  ,N/A,N/A,Dispur,"House No 182, Chandas Tower,",Delhi, 781006,India,https://www.myprivatetutor.com/userfiles/centers/center1444728867.jpg,"Abacus Training, All Subjects, Biology, Chemistry, Computer, Olympiad Exam Preparation, English, EVS, Geography, Hindi, History, Language, Mathematics, Mental Maths, Physics, Science, Accountancy, Commerce Subjects, Computer Science, Economics, NTSE, School level computer, Social Studies, Zoology, A... More [+]",Scientia Education is working for the school and college students through a comprehensive tutorial programme. Our classes are adorned with qualified faculties and well researched programmes that are designed to bring the best benefits to the students.
Nice Classes                  ,N/A,N/A,Tetelia,Zoo Road Tiniali,Delhi, 781024,India,https://www.myprivatetutor.com/userfiles/centers/center14437813779844.jpg,"Accountancy, Algebra, Chemistry, Economics, Communicative English, Hindi, Mathematics, Social Studies, Arts Group, Biology, Botany, Business Maths, Business Studies, Commerce Subjects, Education, Geography, History, KVPY Exam, Logic, Philosophy, Physics, Physiology, Political Science, Psychology, So... More [+]",Nice Classes imparts tutoring and guidance based in the city of Guwahati for commerce subjects. Our works are involved with preparing the students to build strong concepts in the Commerce domain and make them well prepared to perform well in exam and general practice.
Global Digital Academy                  ,N/A,N/A,Ganeshguri,Ganeshguri,Delhi, 781005,India,https://www.myprivatetutor.com/userfiles/centers/center1431875762.png,N/A,"
	We prepare individuals and corporate for the digital challenges in todays era. Global Digital Academy are preferred by renowned organizations and institutions for their digital marketing training needs. Our competent trainers are best suited for building your abilities to suit the market needs."
Perfect Trainer                  ,N/A,N/A,Zoo Tiniali,"House No-9, Shanti Path, Zoo Road Tiniali",Delhi, 781024,India,https://www.myprivatetutor.com/userfiles/centers/center1430543410.jpg,"IELTS, Spoken English, Soft Skills, Telephonic Skills","
	Perfect Trainer is a leading brand in IELTS, English Speaking, Personality Development, Accent and GD/PI Training. Highly experienced British Council certified faculty are appointed at our institute to offer a level training to students. Our institute have an excellent track record with students from all top Institutes and organizations across India. The courses offered by Perfect Trainer are tuned to the needs of students. They suit different learning environments from individualized personal instruction or group instruction to intensive crash courses."
Commercian                  ,N/A,N/A,Chandmari,"NEAR GAUHATI COMMERCE COLLEGE BOYS HOSTEL, R.G.BARUAH ROAD, GHY - 781003",Delhi, 781003,India,,"Accountancy, Business Organisation, Commerce Subjects, Economics, B.Com Tuition, BBA Tuition, Statistics, BBA Subjects, Management Subjects, Accounts, Book Keeping, HR/Personnel, Tally ERP 9","
	Commercian is a renowned institute based in the city of Guwhati. It is registered under the Societies Act. The institute has been offering coaching on different Commerce subjects for quite some time now. Further more it has already been engaged in training on short term and long term IT courses as per requirements. ."
Wisdom Academy - Guwahati                  ,N/A,N/A,Basistha,"Bakrapara, Near Manasha Mandir, Baisistha Chariali",Delhi, 781029,India,https://www.myprivatetutor.com/userfiles/centers/center1427950608.jpg,"Biology, Chemistry, EVS, Mathematics, Physics, B.Com Tuition, B.Sc Tuition, BA Tuition, AIPMT, IIT JEE Mains, Medical Entrance Exams, NEET","
	Wisdom Academy is a registered institute for engineering and medical coaching classes. We provide well qualified, experienced teachers for tutorial and coaching classes. We have Ph.D, M.Tech, M.Sc holders as our faculty members. Step wise solutions along with shortcuts are provided in our classes. There will be mock tests held after one month of classes. The performance of all the students are well communicated with their guardians."
Bodhideepa                  ,N/A,N/A,Guwahati Iit,"G C College Road, Silchar, Cachar",Delhi, 788004,India,https://www.myprivatetutor.com/userfiles/centers/center1453293305.jpg,"All Subjects, Mathematics, Algebra, English, Physics, Bank Clerical, Bank PO, IBPS, RBI Exam, Spoken English, Corporate Communication, Effective Communication, B.Ed, PG Diploma","Bodhideepa Institute is situated at Silchar, Assam in India. This institute has been founded by Mr.Budhaditya Dey. This place is leading the only best performance to improve & finally to make students fully perfect in the sense of best education."
Cmc Ulubari                  ,N/A,N/A,Ulubari,"H.no. 31,3rd Floor, Srb Road, Bora Service, Lachit Nagar, Ulubari",Delhi, 781007,India,https://www.myprivatetutor.com/userfiles/centers/center1420692478.jpg,".Net, Android Training, C, C++, CCNA Certification, Data Structures, Hardware Training, Java and J2EE, LAMP Pro Training, Multimedia, Networking, Oracle Training, PHP and MySQL, Unix/Linux","
	CMC Ulubari is a leading systems engineering and integration company in India, offering application design, development, testing services and asset-based solutions in niche segments through turnkey projects for mission critical systems. "
Nice                  ,N/A,N/A,Rajgarh,Zoo Road,Delhi, 781024,India,https://www.myprivatetutor.com/userfiles/centers/center1421212124.png,"Fashion Designing, Bank Clerical, Bank PO, Insurance Exams, Railways Exams, RBI Exam, SBI Exam, School Service Commission, SSB Exam, SSC Exams","
	NICE is an institution founded on the pillars of Faith and Hope. NICE initiates to guide and motivate aspiring students in fields of competitive examinations giving them the best in fields quality teaching by experienced and well trained professionals and well researched study materials. NICE formula for success is based on the belief that there is a winner in every student waiting to be discovered. NICE brings together the most eminent trainers, the most comprehensive study material, and a highly-focused, uniquely intensive training methodology. "
Mahendras Guwahati                  ,N/A,N/A,Bamunimaidam,"Darwin Society, 179, Mrd Road, Bamunimaidam",Delhi, 781021,India,https://www.myprivatetutor.com/userfiles/centers/center1420718314.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	When you have high academic qualification or a college degree or enough practical experience you are then happen to be a suitable candidate for the employment you seek. We prepare you for the dreams you dreamt with your open eyes. The best coaching and guidance you can receive in this area, is from us. Mahendras Guwahati is your only destination to success."
Brilliant Tutorials Kamrup                  ,N/A,N/A,Zoo Tiniali,"Dd Complex – I,
Zoo Road Tiniali,
Radha Govinda Baruah Road, Kamrup (metro)",Delhi, 781024,India,https://www.myprivatetutor.com/userfiles/centers/center1420715504.jpg,"GATE Exam, GMAT, GRE, TOEFL","
	If you aspire for a distinguished career in engineering, medicine or the civil services, you can't do better than joining Brilliant Tutorials Kamrup, a peerless, pioneering institution in distance education, the largest of its kind in India. Every year, students from every corner of the country including the Andaman and Nicobar Islands come to Brilliant for help in achieving their career goals. To reach out to these young aspirants, more than 6000 letters and packages are delivered, every day, at rail stations and airports by Brilliant's own fleet of vehicles. Excellent course material, experienced faculty and a committed management have built Brilliant Tutorials Kamrup into the most trusted institution in the area of preparing students for competitive entrance examinations for admission to professional courses. Our faculty comprising 125 experienced professors and lecturers design the curriculum and compile the course material, based on extensive analysis of competitive exams over the years and the latest developments in all the subjects. But wait, the ultimate proof of Brilliant's leadership is here: Year after year, in the most prestigious of competitive exams like IIT-JEE, All India PM/PD Entrance and IAS, Brilliant's students bag the top ranks."
Resultex Agarwal Classes                  ,N/A,N/A,Ulubari,"House No.14, Ashram Road, Ulubari",Delhi, 781007,India,https://www.myprivatetutor.com/userfiles/centers/center1419409214.jpg,"CA - CPT, CA - IPCC, CMA-CPA-ACCA-CIMA, CS - Executive, Accountancy, Direct Tax, Economics, Statistics","The major areas of our expertise are  Chartered Accoutancy, Company Secretaryship and Certified Management Acocuntancy. All level examinations of the above domains are catered through subject experts and well designed programmes."
Pathfinder Guwahati                  ,N/A,N/A,Bhangagarh,"3rd Floor, Hotel Shiva Complex, Near Bharalu Bridge, Bhangagarh",Delhi, 781007,India,https://www.myprivatetutor.com/userfiles/centers/center1420620846.jpg,"All Subjects, AIPMT, IIT JEE Mains, MAT, SAT, WBJEE","
	Pathfinder Guwahati will assume the leading position in the coaching Industry across India by 2018 and inspires and leads our employees through an environment of professionalism, trust, mutual respect and base our decisions on facts. "
Raagaloy Sangeet Mahavidyalya                  ,N/A,N/A,Chandmari,"H.no. 70, Gogoi Villa, Pub Sarania, Bye Lane-6 (west), Near Icon Academy",Delhi, 781003,India,https://www.myprivatetutor.com/userfiles/centers/center1418431232.jpg,"Indian Classical Music, Modern Songs, Tabla",N/A
Graviity Coaching Center                  ,N/A,N/A,Dispur,"Wireless, Dispur, Guwahati, Assam.",Delhi, 781006,India,https://www.myprivatetutor.com/userfiles/centers/center1453969690.jpg,"Biology, Chemistry, Mathematics, Physics, C, C++, Java and J2EE, Shell Scripting, Unix/Linux, Computer, Electrical, Electronics, IT, English, Hindi","GravIITy is an endeavour of few inspired IITians. Quality controlled coaching programmes are conducted at modest price. Test preparation programmes like, IIT-JEE, AIPMT, AIIMS, CEE etc has been a great hit with high success rates. Thorough grooming and meticulous preparation is done and its a promise ! "
Resultex Agarwal Classes                  ,N/A,N/A,Ulubari,"HOUSE NO. 14, ASHRAM ROAD, ULUBARI",Delhi, 781007,India,https://www.myprivatetutor.com/userfiles/centers/center14118054264391.jpg,"Accounts, CS - Foundation, CA - CPT, CA - IPCC","
	Industry oriented and comprehensive coaching programmes are imparted through well designed classroom arrangements. CA CPT, CA IPCC, CMA, Bank PO, SSC are some of our areas of expertise. This is an institute of repute for its years of credible hard work and ethical practice."
Resultex                  ,N/A,N/A,Ulubari,"House No. 14, Ashram Road, Ulubari",Delhi, 781007,India,https://www.myprivatetutor.com/userfiles/centers/center1447067075.jpg,"CMA-CPA-ACCA-CIMA, CS - Foundation, CA - CPT, CA - IPCC","Face to face classroom programme with comprehensive facilities are available at Resultex. With the committed and expert efforts of the team Resultex success has been achieved. CA, CS, CMA are some of the centres test preparation programmes that has beshaped many students career."
