Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Jump Thru Joy                  ,N/A,N/A,Pashan Road,"C/3,S.No.128/2 B/2,Vedant Society, Sus-Pashan Road, Near Reliance Fresh, Pune",Delhi, 411021,India,,Summer Camps,"
	We, at Jump Thru Joy, help young children gain knowledge through playful interaction with objects and people. Children are motivated to learn by their own desire to make sense of their world. We are committed to providing a developmentally-appropriate program with the help of well-trained teachers, a variety of materials and equipment, and a small adult-to-child ratio."
Jungle Book                  ,N/A,N/A,Aundh,"Gaikwad Nagar, (in The Petrol Pump Lane), Aundh, Pune",Delhi, 411007,India,,Summer Camps,"
	Jungle Book was started with the objective of ensuring the overall development of children. Our attempt to bring children back to the ‘printed word’ through different types of books, authors etc. was extremely successful. An improvement in vocabulary, use of the language, imagination, confidence etc was distinctly observed. We believe that a child can learn the best when they use all their senses in the process of learning. This is what we are all about."
Arty And Smarty Kids Club                  ,N/A,N/A,Mundhwa,"Arty Smarty Hub, 1st And 2nd Floor, 'Indu' Complex, Nr. Junction Of Kharadi And Amanora Mundwa Road, Mundwa",Delhi, 411036,India,,Summer Camps,"
	We, at Arty and Smarty Kids Club, specially design activities which make children children more receptive to their social surroundings. It helps them to develop essential life skills through various tools. All the activities conducted here are based on research, observations and techniques that are used internationally."
Tender Steps                  ,N/A,N/A,Baner,"Plot No. 56, Survey No. 32/1A/1/46,
Off Pancard Club Road,
Near Kasturi Legacy And Platinum Super Stores,
Baner, Pune",Delhi, 411045,India,,Summer Camps,"
	At Tender Steps, we believe that every child is a winner. All children are different, they learn slightly differently, and behave differently to stimuli. We help students to discover the inner potential hidden in them. Essential information is imparted that helps children recognize and name everyday objects so that they begin to become aware of their environment."
Infinity Tutorial                  ,N/A,N/A,Ahmednagar Cantonment,"INFINITY CLASSES, SANGVI, PUNE",Delhi, 411007,India,,"Anatomy, Bio Technology, Botany, Chemistry, Physics, Zoology, Accountancy, Algebra, All Subjects, Biology, Commerce Subjects, Computer Science, Economics, English, EVS, Geography, Hindi, History, Marathi, Mathematics, NSTSE, NTSE, School level computer, Social Studies, Special Education, Bengali, AI... More [+]","
	At INFINITY TUTORIALS, we provide tests periodically on the topics covered by us for the betterment of students. Those who perform well in tests are rewarded by sir. We provide live as well as video classes. If any student want to do only video classes of any level then this facility is also available to them AT A VERY NOMINAL FEES. We use best equipment for conducting classes so that the students does not face any difficulties in doing classes. All classes (live + video) are conducted in an Air-Conditioned rooms. Admission for all levels are taken on the basis of seats availability. The study materials which we provide contains all the scanner questions and those questions which have already come in past year exams. We also provide crash course classes before exams which helps the students for last moment revision."
Etlhive                  ,N/A,N/A,Alandi Devachi,"Floor 03, Shreeji Vihar, Above Gmart, Kunal Icon Road, Pimple Saudagar, Pune",Delhi, 411027,India,https://www.myprivatetutor.com/userfiles/centers/center1473224519.jpg,"Big Data & Hadoop, Cloud Computing, Data Structures, MongoDB, Oracle Training, PL/SQL, Java and J2EE, Perl Programming, Python Programming, Java Script, PHP and MySQL","
	ETLhive is an undisputed pioneer in providing career-oriented corporate, customer, and online training. It imparts industry-focused hands-on learning on varied technical skills so as to enable the professionals to keep pace with the ever-changing technology. ETLhive provides best training courses in Hadoop, Selenium, Data Science, Informatica, AngularJS."
Epitomeitcoaching                  ,N/A,N/A,Pimple Saudagar,"Shop # 132, Kunal Icon Road, Pimple Saudagar Pune.Landmark: Icici Bank",Delhi, 411027,India,https://www.myprivatetutor.com/userfiles/centers/center147288437916697.png,"Slow Learners, IT, Computer, Management Subjects, MBA Entrance, Software Testing, Data Science, Unix/Linux, MCA Subjects, Informatica, PL/SQL, DBMS & RDBMS, Oracle Training, Data Structures, Statistics, Computer Science, Basic Computer, MS Office, Advanced Excel, MBA, C, C++, Java and J2EE, .Net, Py... More [+]","Shop # 132, Kunal Icon Road, Pimple Saudagar Pune.Landmark: Icici Bank"
Livewire Training Institute                  ,N/A,N/A,Audar,"Flat No 10, Sadafully Building, D. P. Road, Baner Aundh, Pune, 411007",Delhi, 411007,India,,"Networking, Ethical Hacking, RHCE Training, Embedded Systems, CCNA Certification, C, C++, Java and J2EE","Flat No 10, Sadafully Building, D. P. Road, Baner Aundh, Pune, 411007"
Kids Home Phonics World                  ,N/A,N/A,Airport,"Saar Sangrah, Behind Nisag Hotel, Pune, 411004",Delhi, 411004,India,https://www.myprivatetutor.com/userfiles/centers/center1471323296.png,"All Subjects, English, Language, School Service Commission, Business English, Effective Communication, Public Speaking","Saar Sangrah, Behind Nisag Hotel, Pune, 411004"
Hands On Science Foundation                  ,N/A,N/A,Nanded,"Sinhagad Road, Behind Hotel Matura, Amrutanagar Lane, Opposite Agrawal Dairy, Manikbaug, Pune, 411051",Delhi, 411051,India,,"Zoology, Biology, Physics, Chemistry, Bio Technology, Mathematics, IIT JEE Mains, CET, BITSAT, AIEEE, KVPY Exam, AIPMT, Medical Entrance Exams, Botany, Science Projects, Robotics","
	Hands on Science Foundation is located in the city of Pune. We are indulged in school level education and various entrance examination. Our dedicated teacher team not only make the student examination ready but also we help them to built there future."
Sns Academy                  ,N/A,N/A,Bibwewadi Kondhwa Road,"Office No. 106, 1st Floor, Raviraj Astria,
Opposite Sai Service Station, Kondhwa, Pune, 411048",Delhi, 411048,India,,"Biology, Physics, Mathematics, Chemistry, Home Science, Accountancy","
	SNS Academy is in Pune and catering in the school level subject and segments. We founded the institute with sole motive to increase the education empowerment in the student in and around Pune."
Dyaus Infotech                  ,N/A,N/A,Chandan Nagar,"603, 7th Floor, Stellar Spaces, Kharadi, Pune, 411014",Delhi, 411014,India,https://www.myprivatetutor.com/userfiles/centers/center1470807731.png,"PL/SQL, DBMS & RDBMS, Oracle Training, Oracle Certification, Java and J2EE, ERP Training","
	Dyaus Infotech, are a startup company, however our human asset holds 15+ years of industry experience and expertise. With the only motto to “Serve People in Need of Oracle training” worldwide, we established Dyaus. We are here to work as a platform to corporate and individuals to get trained at cost effective, efficient and quality concerns. Our entire effort is to serve everyone in our segment, no matter if they have less monetary strength. We have training solution for every level of companies and individual. We hold a very strong team with indomitable will to provide the eminence training. To set out everyone at their specified budget, we have trainers from 5+ to 40+ years of bailiwick experience. They are now paragon in their specific expertise carrying a huge credential in the market. They are certified experts with International visibility. Dyaus is a company which ultimately boosts corporate & individuals via Online or Onsite training. We started with a single concept of encompassing clients and customers directly to salvage their extra costs in traveling and lodging. Putting Clients at the highest priority, we take all the superfluous and unwanted haphazard."
Swapnatej Classes                  ,N/A,N/A,Dapodi,"Flat No. 12, Third Floor, Rohan Enclaves - A Wing, Dapodi, Pune, 411012",Delhi, 411012,India,,"Mathematics, Physics, Statistics, Zoology","

		Individual coaching on demand. 

		Personalized tuition classes. 

		Counseling facilities for students and parents.
"
Brightedge Infotech                  ,N/A,N/A,Viman Nagar,"Office NO- 9,10, Lunkad Dreamland,

Near Datta Mandir Chowk,Viman Nagar,

Pune-411014,",Delhi, 411014,India,,"AJAX Training, Web CMS","Office NO- 9,10, Lunkad Dreamland,

Near Datta Mandir Chowk,Viman Nagar,

Pune-411014,"
