Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Seido Karate                  ,N/A,N/A,Greater Kailash I,"Arya Samaj Mandir, Greater Kailash I, Delhi",Delhi, 110048,India,https://www.myprivatetutor.com/userfiles/centers/center1460982567.jpg,N/A,"
	Seido Karate Delhi is affiliated to The World Seido Karate Organisation. The Organisation combines traditional practices of Karate as a martial art with the beliefs and principles of Kaicho that have been honed by him over fifty years of learning and teaching karate. Our classes are intensively designed in order to meet the varying needs of the students. All our instructors are highly trained and professional."
Vishal Louis Academy Of Dance                  ,N/A,N/A,Prashant Vihar,"A-1/14, Prashant Vihar",Delhi, 110085,India,,"Bharat Natyam, Creative dance, Folk Dance, Kathak, Odissi, Salsa, Western Dance, Indian Classical Music, Instrumental, Modern Songs, Singing, Sitar, Western Classical Music","
	Caring and competent teachers"
Learning Square                  ,N/A,N/A,Gujranwala Town,"A-12 Chhatrasal Stadium Road, Opposite Gujranwala Town Chhatrasal Stadium",Delhi, 110033,India,https://www.myprivatetutor.com/userfiles/centers/center1460983130.jpg,"Acting & Drama, Arts & Crafts, Model Making, Photography, Pottery, Sculpture Making","
	To create human beings of healthy body and mind is of utmost importance for our future and we are doing just that. Programmes are designed for the childrens' early development of brain and mind. The courses are aimed at opening up the learner's inherent potential and good senses to the fore."
Amrapaali Kala Peeth                  ,N/A,N/A,Dwarka,"Plot No. A-138 Block - A, Sec- 8, Near Queens Valley School",Delhi, 110075,India,https://www.myprivatetutor.com/userfiles/centers/center1460982518.jpg,N/A,"
	Amrapaali Kala Peeth is a premier education centre for Arts  that empowers students with creativity and knowledge and pave the way for multi-dimensional growth across various segments of music industry. "
The Mango Tree Reading Club                  ,N/A,N/A,Sainik Farm,"No. 8, Sainik Farms, Khanpur Close To Select City Walk",Delhi, 110062,India,,"Acting & Drama, Adventure Camps, Arts & Crafts, Candle Making, Drawing & Painting, Model Making, Pottery, Sculpture Making, Summer Camps","
	-"
Usha Mangla's Art Academy                  ,N/A,N/A,Rohini,"D-7/179, Sector - 6, Rohini, Near Vishram Chowk",Delhi, 110085,India,,"Abacus Training, Personality Development, Speech & Drama, Spell Bee Training, Acting & Drama, Arts & Crafts, Drawing & Painting, Model Making, Photography, Pottery, Sculpture Making","
	Usha Mangla has been working since a long time in the field of art and has been attached with many of the big names and worked with many of the institutions till date. The centre is a leading name in helping the students realize their potential in the domain of Art."
Shape Up Kids                  ,N/A,N/A,South Extension-ii,"C-51, South Extn I I",Delhi, 110049,India,,"Abacus Training, Handwriting, Mental Maths, Personality Development, Speech & Drama, Spell Bee Training","
	An all round activity center for children of various age. Western dance, Kathak , Personality development course, Abacus, Vedic Maths, Music, Aerobics and many more activites are incorporated in our classes."
Passion The Music And Dance Institute                  ,N/A,N/A,Tilak Nagar,285 Satya Niketan,Delhi, 110018,India,https://www.myprivatetutor.com/userfiles/centers/center147291839511434.jpg,"Bharat Natyam, Creative dance, Folk Dance, Western Dance, Indian Classical Music, Instrumental, Singing, Western Classical Music","
	-"
Brats N Cuties                  ,N/A,N/A,Dwarka,"G-55/56, Street No.5, Palam Extn., Near Sector-7, Dwarka",Delhi, 110075,India,,"Abacus Training, Handwriting, Speech & Drama, Spell Bee Training","
	-"
K R Mangalam Juniors                  ,N/A,N/A,Greater Kailash I,"KRM Campus , Opp N 258 , N Block , Greater Kailash 1 OPP N 258",Delhi, 110014,India,,"Abacus Training, Communicative English, Personality Development, Speech & Drama, Spell Bee Training","
	Lets start preparing your child for a better future ! We have a wide range of programmes that will help your child to cope better with life and be a well groomed and complete human being."
Iksana                  ,N/A,N/A,Dwarka,"A-1, Suraj Vihar, Kakrola Dwarka Mor",Delhi, 110078,India,,"Abacus Training, Handwriting, Mental Maths, Personality Development, Speech & Drama, Spell Bee Training, Arts & Crafts, Candle Making, Drawing & Painting, Model Making, Pottery, Summer Camps","Iksana is a centre for performing arts which helps the creative potential of the learners, audiences and artists. The programmes are aimed at nurturing creativity and confidence in self-expression, building self-esteem and enhancing the imaginative spirit."
Harmony Academy Of Music And Dance                  ,N/A,N/A,Janak Puri,"C4 F/ 247, Janak Puri Near Khanna Nursing Home",Delhi, 110058,India,,"Bharat Natyam, Creative dance, Folk Dance, Western Dance, Indian Classical Music, Instrumental, Singing, Western Classical Music",Comprehensive learning programme to fill your thirst for Music and Dance.
Kalasthali                  ,N/A,N/A,Vasant Kunj,"B-5 & 6, 4511 Vasant Kunj Near Kendriya Vidyalaya",Delhi, 110070,India,,"Acting & Drama, Arts & Crafts, Drawing & Painting, Model Making, Pottery, Sculpture Making","
	Let you sublime senses come to the fore at the very beautiful Kalasthali. A wide range of programmes in the art and Craft are taught with great expertise and care."
The Manthan School - Active Evenings                  ,N/A,N/A,Sector 79,"Mahagun Moderne, Plot No. GH - 02, Sector 78",Delhi, 201301,India,,"Abacus Training, Spell Bee Training, All Subjects, Arts Group, Bio Technology, Chemistry, Commerce Subjects, Computer Science, IT & Computer Subjects, Physics","
	Specially designed programmes for each students best potential to develop. At Manthan School you can rely on our authentic programmes marked with talent and best care."
Ten Little Fingers                  ,N/A,N/A,Civil Lines,"G-Block, 34 Alipur Road, Civil Lines",Delhi, 110054,India,,N/A,"
	Complete infrastructure, Dedicated teachers"
Kadambari Sangeet Mahavidyalaya                  ,N/A,N/A,Dwarka,"D-996 (near Jai Jawan Gas Agency), Ramphal Chowk , Palam Extn, Sector - 7, Dwarka",Delhi, 110077,India,https://www.myprivatetutor.com/userfiles/centers/center1460982949.jpg,N/A,"The centre has been imparting a deeper understanding and appreciation of music. Music as a profound human achievement and carrying this legacy in the right manner is our committment. To us music is a cause, it is a commitment. The music we teach helps in self discipline, confidence and a sense of commitment. To some it is a powerful channel to express emotions. For many of our students, music has become a profession or passion that has really taken them around the globe as cultural ambassadors."
Gymboree Play And Music                  ,N/A,N/A,Greater Kailash I,"Inside Gurudwara Nanaksar, Gurudwara Road, S - Block, Next To Arya Samaj Mandir",Delhi, 110048,India,,N/A,"Stretch a child’s rapidly developing body & mind and you begin preparing him/her for life. GYMBOREE is the pioneer and global leader in early childhood development programs for children ages newborn to five. Based at San Francisco USA, for over 35 years Gymboree has been conducting specialized parent-child fun & interactive classes, encouraging a child’s development and helping parents understand it better. Created by child development experts, the Gymboree Learning Program is designed to support the growth and development of the ‘whole child’ – Physical, Social/Emotional & Cognitive. Today the Gymboree Program is enriching lives of children and families in over 35 countries across Africa, Americas, Asia, Australia and Europe."
B Epic Kids College                  ,N/A,N/A,Najafgarh,"RZ-30, Prem Nagar, Thana Road, Najafgarh Near Natkhat Play School",Delhi, 110043,India,,N/A,"
	All round facilities"
