Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Genyx Infotech Pvt. Ltd.                  ,N/A,N/A,Ramadevi Chauraha,"#78-79, 1st Floor, Neel Kanth Market, Ramadevi, Kanpur-208007, U.P, India",Delhi, 208007,India,,"Android Training, C, C++, C# (C Sharp), MS Office, Advanced Excel, Customer Service, Marketing Training, Project Management, Office Administration, Software Engineering","
	Since Genyx is into software development, we have domestic as well as international clients wherein we develop customised solutions to any complexity. We have company products focussing on educational, logistics, travel & related industries. The students trained with us will work on either client projects or company projects."
The Goal Academy                  ,N/A,N/A,Kakadeo,"117/N/105,Dr.Jha Gali,Hanuman Mandir Lane,Kakadeo",Delhi, 208025,India,https://www.myprivatetutor.com/userfiles/centers/center1424291665.jpg,"AFCAT, Defence Exams, SSB Exam","
	THE GOAL ACADEMY - India’s fastest growing institute has been established with the motive to serve the nation by making warriors and honourable officers in Indian defence forces. Our institute is located in coaching hub where you will get every essential things easily. The Goal Academy will deliver a wide range of services to many students to fulfil their goals. The Goal Academy emphasizes on providing training, smart classes, practical orientation classes, educating them on defence activities and preparing them to have commitment, dedication, integrity, team work & hard work. Indian defence force is one of the elite and honourable carrers and you can not afford to take chances. The Goal Academy can make it happen for you. We are trying to give better training facilities, best academic faculties, other support facilities, ground task with experienced defence personal."
Mahendras Unnao                  ,N/A,N/A,Unnao,"C 919, Awas Vikas Colony, Unnao",Delhi, 209801,India,https://www.myprivatetutor.com/userfiles/centers/center1420716499.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	Mahendra’s Unnao guides you to the right path of success. The objective of ours to give education is to prepare the youth to educate themselves throughout their lives. Men and women must be educated, in a great degree, by the opinions and manners of the society they live in. Formal education will make you a living; self-education will make you a fortune."
Mahendras Orai                  ,N/A,N/A,N/A,"Courses:Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills",Delhi, 285123,India,https://www.myprivatetutor.com/userfiles/centers/center1420719775.jpg,N/A,"
	Mahendra’s Orai gives you a learning experience which you can receive no where. Facilities to interact with the students and professors is provided, and through this you can get to know a lot about our goodwill. We excel in providing the most effective and compact coaching module in this area."
Mahendras Mall Road                  ,N/A,N/A,Mall Road,"419/1, Agrawal Building, D Mall, Near Obc Bank, Mall Road",Delhi, 208004,India,https://www.myprivatetutor.com/userfiles/centers/center1420718692.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	The education we impart has a strengthening effect on the students. Highly dedicated teachers of our institute guide the students with personal care and guidance. Mahendra's Mall Road is an institute only for female candidates. When it comes to preparatory coaching, we are the best in the region."
Mahendras Kidwai Nagar                  ,N/A,N/A,Kidwai Nagar,"128/566, K Block, Old Veeta Building, Near Delhi Public School, Kidwai Nagar, Kanpur",Delhi, 208011,India,https://www.myprivatetutor.com/userfiles/centers/center1420718675.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	A continuous rise in progress should happen in all quarters of life, whether that be personal growth, or development of the nation as an entity. The assets of our country is trained here for the various banking and insurance sector examination of the government. Mahendra's Kidwai Nagar is your only destination to success."
Mahendras Kakadev                  ,N/A,N/A,Kakadeo,"117/N1, Bhadouria Building, Raniganj, Kakadev, Kanpur",Delhi, 208025,India,https://www.myprivatetutor.com/userfiles/centers/center1420718606.jpg,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	While we progress in life balance of growth is required to be maintained. Nation's progress happens when maximum merit is working in and for the country. We give preparatory coaching for government jobs recruitment competitive exams of the banking and insurance sector. Mahendra's Kakadev is your only destination to success."
Eduator It And Educational Solutions                  ,N/A,N/A,Rawatpur,117/36 Sarvoday Nagar,Delhi, 208005,India,,"Computer Science, IT & Computer Subjects, Mathematics, BCA Tuition, Electronics, .Net, PHP and MySQL, Web Designing, Web Development, Software Engineering","Technology training solutions are offered with strong infrastructure and experienced trainers. Industry oriented training programmes are conducted on courses that have huge market value. Areas like, PHP, Android, .Net, Embedded, Linux etc. are some of our courses."
Npo Mathematics For Challengers                  ,N/A,N/A,Unnao,Near Chhota Chauraha Crossing Loknagar Unnao,Delhi, 209801,India,,"Business Maths, Mathematics, IIT JEE Mains"," One of the finest Facultys are available to bring you best quality coaching programmes for various test preparation segments IIT JEE, UPSC, SCRA etc. The programmes are conducted through expert designed programmes where each student get to understand their strength and weak areas and prepare accordingly."
Master Coaching Classes                  ,N/A,N/A,N/A,Courses:Biology,Delhi, 209625,India,,N/A,"Learn Biology from the masters of the subject! Build good concept of the subject through indepth understanding of the theory, updates, practice etc. Each topic of the subject is explained, discussed in detail and much practice is done for the examination."
My Home                  ,N/A,N/A,Sarvodaya Nagar,"B-17, Sarvodaya Nagar, Opposite S B I Bank",Delhi, 208005,India,,All Subjects," General subjects upto class six is taught by qualified and caring teachers. It is believed that a strong foundation is necessary to build something substantial on it. The centre is committed to help the student gain good grasp of the subjects with clarification of concepts and much practice. The right ambience for the students emotional, intellectual and ethical development is ensured."
B K Tuition Centre                  ,N/A,N/A,Govind Nagar,"124, A, 133, Govind Nagar",Delhi, 208006,India,,All Subjects,"
	Each student get equal attention

	Updated and standard syllabous of study

	Feedback to Guardian when required

	We inculcate good values in students

	Transparent dealings"
Entrepreneurs And Leaders Of India                  ,N/A,N/A,Kakadeo,"117/ N 9, Manvi Job Cafe",Delhi, 208025,India,https://www.myprivatetutor.com/userfiles/centers/center14000528383732.jpg,"Business Organisation, Business Studies, Commerce Subjects, BBA Subjects, Management Subjects, MBA Entrance, Leadership Skills",Those who are desirous of creating their own business and wanting to go ahead in the field of business the centres training programmes are well suited to groom the student into a competent professional. Ones leadership qualities are emerged and developed positively through the training programmes. The certificate for entrepreneurship is a fullfledged programme to build future buisness professionals.
S M C I                  ,N/A,N/A,Govind Nagar,124 A/ 108 Block No. 11 Govind Nagar (near Bata Chauraha),Delhi, 208006,India,,"Biology, Chemistry, Mathematics, Physics, English", If one needs to develop their potential fully in the subjects of school level Science then join the programmes of SMCI. Eminent teachers take classes with the aim of building the students potential as per the industry needs and build all round abilities to perform well educationally.
Kaleidoscope Control Robotics And Automation Pvt. Ltd.                  ,N/A,N/A,Kalyanpur,"E108 , SIIC EXTENSION, Kanpur",Delhi, 208016,India,,Robotics,Over 10 years in electronics industry and over 30 years in R&D; in Robotics and Automation at IIT Kanpur
Silver Eye Smart Classes                  ,N/A,N/A,Govind Nagar,"126/46 I Block, Govind Nagar Near Nirankari Bhawan",Delhi, 208006,India,,"Zoology, Social Studies, School level computer, Physics, Mathematics, History, Geography, EVS, English, Chemistry, Biology, Spoken English, IELTS, Effective Communication, Corporate Communication","
	Well equipped labs

	Expert trainers

	Healthy environment of learning

	Regular monitoring of students progress

	Feedback to parents 

	Ethical practice"
P R S Institute                  ,N/A,N/A,Gandhigram,"Baldeva Plaza, Golghar Gorakhpur, Near National Public School,Goraknath, Gorakpur-273001",Delhi, 273001,India,,"Medical Entrance Exams, Physics, Chemistry","
	We are a group of enthusiasts who are working in the sector of education. Our area of focus is Science subjects and we are able to help the students with their educational requirements. Trained through us students are able to develop good amount of interest in the Science subjects and thus able to perform well with it."
Usha Ratan Academy                  ,N/A,N/A,Civil Lines,"16/33 Civil Line, D. M. Office Gate",Delhi,,India,,"Zoology, UPSC Exam, Statistics, SSC Exams, Sociology, Social Studies, School Service Commission, School level computer, Railways Exams, Public Administration, Psychology, Political Science, Physiology, Physics, IIT JEE Mains, Philosophy, PG Medical, Law Entrance, MicroBiology, MBA Entrance, Mathemat... More [+]","We gives you quality before quantity.
We have a number of experience teachers."
