Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Gravity Career Institute                  ,N/A,N/A,Airport,"Sargasan, Gandhinager, Ahmedabad, Gujarat, 380026",Ahmedabad,India,,"AIEEE, IIT JEE Mains","
	A synonym with quality education has brought a paradigm shift in the education sector of India. We have innovated new educational methodology and demonstrated extraordinary results in all targeted segments. Our every centre has same curriculum, same teaching methodology, same study material, same working system, same testing & monitoring mechanism followed.",
Saamarthya                  ,N/A,N/A,South Bopal,"E- 204, Safal Parisar 2, Near SOBO Centre, South Bopal, Ahmedabad",Ahmedabad,India,,"Learning Disabilities, Slow Learners","E- 204, Safal Parisar 2, Near SOBO Centre, South Bopal, Ahmedabad",
Music Room                  ,N/A,N/A,Bopal,"303 Sobo Center, South Bopal, Sp Ring Road",Ahmedabad,India,,"Guitar, Keyboard","
	Music room is a place where u can develop musical skills. Our unique methodology which will make students more interested and will enhance their skill and creativity. We believe everyone has their own talent and here we are aiming for those who has target to be an expert musician.",
Wirksam                  ,N/A,N/A,Maninagar,"31/A Vasant Nagar Soc.,
Gopal Chowk, Maninagar",Ahmedabad,India,,German,"

		AC rooms 

		Intellectual methods of learning language and memorizing techniques
",
English House                  ,N/A,N/A,Satellite,"11, 1st Floor Akshar Dhara 2, Opp. Dhananjay Tower, 100ft. Ring Road, Satellite, Ahmedabad, Gujarat 380015",Ahmedabad,India,,"Business English, Corporate Communication, Effective Communication, Public Speaking, Spoken English","
	English house harpal is the leading English Speaking institute in Ahmedabad, It offer dedicated courses to learn English from Basic level to Advance level with complete result guarantee.",
Ashok Sir Ielts Training                  ,N/A,N/A,Bapunagar,"1st And 2nd Floor, Sukhsagar Complex, Near Shyam Shikhar Complex, Bapunagar, Ahmedabad, 380024",Ahmedabad,India,,"Corporate Communication, IELTS, Spoken English","1st And 2nd Floor, Sukhsagar Complex, Near Shyam Shikhar Complex, Bapunagar, Ahmedabad, 380024",
Shiksha Universe                  ,N/A,N/A,Adipur,"114, Siddhi Vinayak Complex, Oppositie Reliance Petrol Pump, Tagore Road, Gandhidham/Adipur, Kutch (gujurat)India, 370201.",Ahmedabad,India,,"GMAT, IELTS, PTE, TOEFL","114, Siddhi Vinayak Complex, Oppositie Reliance Petrol Pump, Tagore Road, Gandhidham/Adipur, Kutch (gujurat)India, 370201.",
Read Aloud                  ,N/A,N/A,New C G Road,"130, Sahyog Complex, Below Sakar English Medium School, New C.g Road, Chandkheda,",Ahmedabad,India,,English,"

		Cambridge certified faculty having more than 15 years of academic and industrial experience. 

		Focused approach teaching through innovative methods.
",
Petals Krishnanagar                  ,N/A,N/A,Nava Naroda,"Dharnidhar Bunglows,
Krishnanagar, Parshwanth, New Naroda",Ahmedabad,India,,"Learning Disabilities, Slow Learners","Dharnidhar Bunglows,
Krishnanagar, Parshwanth, New Naroda",
Vr Designs                  ,N/A,N/A,Navrangpura,CEPT University,Ahmedabad,India,,"Fashion Designing, NIFT","
	VR Designs as an institute operates from Ahmedabad and helping the students in test preparation.",
Fortune Educare                  ,N/A,N/A,Ambawadi,"B-5/6, Allwish Apts, B/h Shraddha Motors, Nr Shreyas Overbridge, Ambavadi, Ahmedabad-15",Ahmedabad,India,,"Biology, Chemistry, Mathematics, Physics","
	Fortune Educare a glorious name in providing education to the students in the field of science subjects and mathematics. Building your confidence by instilling strong subject knowledge is our aim and we do it with elan! We have competent faculties, requisite infrastructure, well thought out programmes to help you out with your studies and we are sure that you will benefit.",
Concept Classes                  ,N/A,N/A,Akhbarnagar,"407, Ratna High Street, Nr Naranpura Cross Roads, Naranpura,",Ahmedabad,India,,"Chemistry, IT & Computer Subjects, Mathematics, Physics","
	We take care of individual students. All necessary guidance are provided by us. Concept Classes are here to bring out your best qualities to the fore and rectify the weak areas. Joining our classes will help you build your dream career and a responsible citizen of India.",
Insight Institute Of Professional Studies (iips)                  ,N/A,N/A,Naranpura,"1ST FLOOR, BUNGALOW NO:2, SHREEJI SOCIETY, 
BEHIND GAUTAMNAGAR BUS STAND,
NEAR NARANPURA RAILWAY CROSSING,
AHMEDABAD-380013.",Ahmedabad,India,,"CA - CPT, CA - IPCC, CS - Executive, CS - Foundation, CS Professional","
	As an institute Insight Institute Of Professional Studies (IIPS), we try to understand the requirement of each student. Once the educational needs of each student are identified, then the study pattern is planned according to their needs, within the scope of the syllabus. Learning is always suppose to be interactive and therefore, emphasis is always given on the feedback of the student regarding each topic that has been taught.",
Dan School Of Math                  ,N/A,N/A,Ahmedabad University,"B 101 Nirmal Residency 
Behind Kiran Motors Moetra Sabarmati 
Ahmedabad",Ahmedabad,India,,"Chemistry, Mathematics, Physics, IIT JAM, IIT JEE Advanced, IIT JEE Mains","
	Dan school of Mathematics is institution working in the field of developing mathematical and reasoning skill in kids up to Higher Secondary level. Institution is also working for preparation of aptitude exams conducted by various boards for college admissions like SAT , SAT Subject test, JEE Mains. Major focus at Dan School is to develop a logic based approach to solve problems asked in examinations. Interactive sessions conducted by us make students confident to go through various difficulty levels of exams. We at Dan School tries to make student passionate about the subject so that he learn the things not for the grades only but for knowledge. Approach developed by us got good results and continuous R&D in developing new techniques to deliver the content to student is part of our daily activity which makes the classroom discussions always new as the first class.",
Vijeta Academy                  ,N/A,N/A,Vejalpur,"A-309-310, Shreyas Complex, Nr. Bakeri City, Vejalpur Cross Roads",Ahmedabad,India,,"Business English, Spoken English","
	Vijeta Academy is an English learning and soft skills development training academy located in Vejalpur, Ahmadabad. We also provide job placement and recruitment services. We have highly experienced English and personality development trainer. This academy is well aware about its regularly undertakes various social activities and responsibilities.",
Aim Tuition Classes                  ,N/A,N/A,Bopal,F 504 Kabir Enclave Opposite To Homeopathic College,Ahmedabad,India,,Mathematics,"
	We provide quality education with guaranteed results for the students. Our classes are small and batches are not more than 10 students. This has been specifically designed so that the teachers can give personal attention to every student and cater to their difficulties on an individual basis.",
Communique Foundation                  ,N/A,N/A,Ahmedabad University,"402 / B, Primate Building, Opposite Mother's Milk Place, Near Judges Bungalow Police Chowki, Bodakdev",Ahmedabad,India,,"Business English, Corporate Communication, Effective Communication, IELTS, Public Speaking, Spoken English, TOEFL","
	Language is power and English opens many doors! Communique foundation, Ahmadabad aims to improve skills in English language among people of all ages. Our well designed courses include fun-filled easy methods and resources. We equip children, older students, professionals and home-makers to become fluent in using and speaking English.",
Neev Academy                  ,N/A,N/A,Amraiwadi,"3rd Floor, 305 Radhe-krishna Arcade
Opp.Hirabhai Tower
Maninagar
Ahmedabad",Ahmedabad,India,,"Accountancy, Business Organisation, Commerce Subjects, Economics, Statistics","

		Mock tests 

		Self prepared notes 

		One to one tutoring 
",
Major Kalshi Classes Pvt. Ltd.                  ,N/A,N/A,Allahabad City,"105/244, Tagore Town
Near Colonelganj Inter College, Allahabad 211001
INDIA",Allahabad,India,,"Defence Exams, NDA, Police Department Exam, SSB Exam, SSC Exams, UGC Exams, UPSC Exam","
	The Major Kalshi Classes Pvt. Ltd is one of the best Defence training coaching in India which provides the rigorous training for defence services aspirant.Its working for SSB interviews training with the proper guidance of best psychologist team of India. The Major Kalshi Classes Pvt. Ltd provides the talented faculties of UPSC syllabus. This academy provides the separate faculties for all parts of G.S (HISTORY, POL SCIENCE, GEOGRAPHY, CURRENT ISSUE, SCIENCE & TECHNOLOGY, and INTERNATIONAL RELATIONS), MATHEMATICS, PHYSICS, CHEMISTRY, and ENGLISH. Major Kalshi Classes Pvt. Ltd provides regular group discussion classes for G.S & INTERVIEW SKILL development. The Major Kalshi Classes Pvt. Ltd provides training especially for DEFENCE & AIR FORCE (NDA, CDS, ACC, AFCAT & CPF). The Major Kalshi Classes Pvt. Ltd provides eloquent study material prepared by talented faculties of UPSC syllabus. Only Major Kalshi Classes Pvt. Ltd provides assignments for aspirants to rigorous practice of UPSC syllabus.",
Bestech Solutions                  ,N/A,N/A,Allahabad,"136 A/3/1 Sanjay Tower, Patrika Crossing, Tashkand Marg, Opp Petrol Pump, Civil Lines Allahabad",Allahabad,India,,"Android Training, Embedded Systems, Networking, Robotics, Unix/Linux","136 A/3/1 Sanjay Tower, Patrika Crossing, Tashkand Marg, Opp Petrol Pump, Civil Lines Allahabad",
Kaish Classes                  ,N/A,N/A,Agriculture Institute,"B-1/24, Sector-A, Kapoorthala, Aliganj, Near Novelty Cinema, Lucknow",Allahabad,India,,"Chemistry, Mathematics, Physics","
	KAiSH Classes Offers Coaching classes for 5th to 11th (All Board) by Professionals Engineers & P. hd. holders. Having more than 15 years experience in teaching field.",
Community Pharmacist Aid-cpa                  ,N/A,N/A,Allen Ganj,Vile Parle East,Allahabad,India,,Pharmacy,Vile Parle East,
Pro Cadd Educational Services                  ,N/A,N/A,Naini,"Daud NAGAR, Above ICICI BANK, Mewa Lal Bagia, Naini, Allahabad, 211008",Allahabad,India,,"Civil, Computer, Drawing, Mechanical, Production","
	Pro CADD Educational Services is Centre of Excellence in CAD/CAM/CAE involved in Engineering Design and CAD/CAM/CAE training. We understand that the advancement of engineering and technology is a prerequisite for development. Our wide range of industry required knowledge to share by an experience personnel with our customized delivery strategy responds to every need by offering individual, tailor-made training and not just packaged products. We are facilitating training in soft skills and special training for corporate personnel. For more Call us or mail for more details on the same, we shall respond you immediately. We also provide short time of focused, customized and project-oriented training for organisations on CAD/ Project Management. Pro CADD Educational Services has successfully trained about Industry need professionals in very short time from diverse engineering, graphic and management backgrounds.",
Pathshala                  ,N/A,N/A,Rajrooppur,"Near Durga Mandir
RAJROOPPUR 
ALLAHABAD",Allahabad,India,,"Chemistry, Computer Science, Mathematics, Physics","
	Pathshala is coaching classes for UP board girls student. We are the leading institute of Allahabad providing training in all subjects from first standard to 12th standard and in all streams of graduation and post-graduation.",
Success Tutorial                  ,N/A,N/A,Rajapur,"542, A/76, Matiyara Road, Allahapur, Allahabad U. P.",Allahabad,India,,All Subjects,"
	Success Tutorial has been setup by academicians who are extremely passionate about education and believe in more than just teaching. We are dedicate to improve the quality of education currently being imparted to student who are about to choose their future careers.",
New Star Tutorials                  ,N/A,N/A,Bai-ka-bagh,S.23/62-D-A-27-R DHELWARIYA CHAUKAGHAT VARANASI,Allahabad,India,,"Chemistry, Computer Science, Mathematics, Physics","
	New star tutorial is an education blog which gives you useful information and knowledge of subjects like mathematics, physics, chemistry and computer. Other subjective files are also available to download.",
Creative Zone Cadd Training Institute                  ,N/A,N/A,Naini,13-e Mewalal Bagiya Uco Bank Building Nain,Allahabad,India,,"Civil, Drawing, Mechanical, C, C++, C# (C Sharp), Java and J2EE, Visual Basic, Advanced Excel, Basic Computer, MS Office, Tally ERP 9","

		Individual Student Guidance with true care. 

		Special Attention to weak students. 

		Detailed chapters coverage. 

		Specialized notes for the subjects. 

		Weekly tests, Monthly practice tests and Exam mock tests. 
",
Dwivedi Classes                  ,N/A,N/A,Jhunsi,"Awas Vikas Colony, Near Amrit Sweets House",Allahabad,India,,"Algebra, All Subjects, Mathematics, Physics, Biology, Chemistry, AIEEE, AIPMT",If you are seeking school or college level coaching then Dwivedi classes will provide you with all the solutions. Our classes are designed with competent subjectr experts and well planned teaching and evaluation methods. We provide attention to each students development and ensure that everybody gets their due from us.,
Mahendras Sultanpur                  ,N/A,N/A,Civil Lines,"1st Floor, Usha Commercial Complex, Raj Hotel Compound, Above Bank Of Baroda, Civil Lines, Sultanpur",Allahabad,India,,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	Learning is not attained by chance, it must be sought for with ardor and diligence. Mahendra’s Sultanpur is the learning hub in the city. Education's purpose is to replace an empty mind with an open one. It is a progressive discovery of our own ignorance. A human being doesn't attain his full height until he is educated.",
Mahendras Pratapgarh                  ,N/A,N/A,N/A,"Courses:Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills",Allahabad,India,,N/A,"
	Mahendra’s Pratapgarh works to serve a broad section of the society. This is among the leading institutions in the given field. Society and knowledge cannot be ever separated into two distinct entities. The education we provide is indispensable and cohering. We aim to be one institute who's first priority would always be its students.",
Mahendras Basti                  ,N/A,N/A,N/A,"Courses:Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills",Allahabad,India,,N/A,"
	We are among the best institutes of Basti, UP. Basti being a town with a very good literacy rate makes us run into competition with many institutes, but our proficient learning experience given to the students makes us stand out of the crowd. Updated and detailed study materials with sufficient coaching makes our students reach out for success without much difficulty.",
Mahendras Allahabad                  ,N/A,N/A,Civil Lines,"124 C / C Ashirwad Bhawan, Tej Bahadur Sapru Marg Civil Lines, Allahabad",Allahabad,India,,"Basic Computer, MS Office, Tally ERP 9, Corporate Communication, Effective Communication, Spoken English, Interview Skills, Presentation Skills, Public Speaking, Soft Skills, GATE Exam, GRE, TOEFL, Telephonic Skills","
	Mahendra's happen to be the best coaching hub in and around Allahabad. Proper guidance and detailed study materials are our specialty. We conduct special classes on quantitative aptitude for weak students. Details regarding latest vacancies and results are provided to the students in order to keep them updated. A healthy atmosphere for a great learning experience is what we believe in providing to the students.",
Classes Of Ayush Kumar                  ,N/A,N/A,Teliarganj,Swaraj Nagar Near Mnnit,Allahabad,India,,"Zoology, Statistics, Sociology, Social Studies, School level computer, Psychology, Political Science, Physiology, Physics, IIT JEE Mains, Philosophy, Mathematics, Logic, IT & Computer Subjects, History, Hindi, Geography, Food & Nutrition, Fashion Study, EVS, English, Education, Economics, Costing, C... More [+]","
	Classes of Ayush Kumar   is one of the India's  leading academic institution. offering a unique friendly  environment that prepares the next generation to lead and make a difference in this competitive world. We are a family of honest and true students, faculty, alumni and professionals dedicated to serving the eager mind to get success. At present Classes of Ayush Kumar Students become a synonym of success in education and coaching for various school level subject.Throughout the academic session, Classes of Ayush Kumar is maintaining its best quality and standard of teaching, becoming the leader amongst  the other institutions  at present scenario. ",
Nuzhat Academy                  ,N/A,N/A,Khuldabad,"Flat No 13, New Market Khuldabad",Allahabad,India,,"Spoken English, Science, Public Speaking, Physics, Mathematics, Language, History, Hindi, Geography, EVS, English, Effective Communication, Corporate Communication, Computer, Chemistry, Biology, All Subjects","
	Nuzhat Academy is one of the India's  leading academic institution. offering a unique friendly  environment that prepares the next generation to lead and make a difference in this competitive world. We are a family of honest and true students, faculty, alumni and professionals dedicated to serving the eager mind to get success. At present Nuzhat Academy Students become a synonym of success in education and coaching for various school level subject.Throughout the academic session, Nuzhat Academy is maintaining its best quality and standard of teaching, becoming the leader amongst  the other institutions  at present scenario. ",
Parivartan Coaching Institute                  ,N/A,N/A,George Town,"Parivartan
10/18 E, Lowther Road , George Town",Allahabad,India,,"GRE, GMAT, TOEFL, Stock & Share Trading, Forex Trading, Investment Training, Book Keeping, Customer Service, HR/Personnel, Journalism/Writing, Life Coaching, Marketing:Communication, Marketing:Online/SEO, Presentation Skills, Public Speaking, Sales Training, SAP Training, Healthcare Management, IELT... More [+]","
	Parivartan Coaching Institute  is one of the India's  leading academic institution. offering a unique friendly  environment that prepares the next generation to lead and make a difference in this competitive world. We are a family of honest and true students, faculty, alumni and professionals dedicated to serving the eager mind to get success. At present Parivartan Coaching Institute has become a synonym of success in education and coaching for IBPS, Bank PO etc.Throughout the academic session, Tara Institute is maintaining its best quality and standard of teaching, becoming the leader amongst  the other institutions  at present scenario.",
Lovely Education Centre                  ,N/A,N/A,Shantipuram,"223, C.b.gupta Colony, Shamli",Allahabad,India,,"Mathematics, Physics, English, History, Geography, Accountancy, Botany, Business Maths, Chemistry, Computer Science, Costing, Economics, Education, Hindi, Physiology, Political Science, Psychology, Sociology, Zoology, Biology, Statistics, UPSC Exam, SSC Exams, Defence Exams, Insurance Exams, Bank Cl... More [+]","
	Foundation caters coaching of a wide ranges of regular courses. We have the right ambience of learning and our very learned faculties makes you develop an interest to your studies and this way you will experience enhanced learning abilities and results. Come and join us and feel the difference!A low student to faculty ratio combined with many years of teaching experience results in a truly supportive learning environment. We are renowned for our professional faculty and the quality of teaching. The institute is substantial enough to have good facilities and at the same time we ensure that our students are treated as individuals.",
Rai Tutorials                  ,N/A,N/A,Ashoke Nagar,"Ut-204, Ashok Vihar, Ashok Nagar",Allahabad,India,,"English, Accountancy, Botany, Business Maths, Chemistry, Costing, Economics, Education, Geography, Hindi, History, Mathematics, Physics, Physiology, Political Science, Psychology, Sociology, Zoology, Biology, Statistics, IIT JEE Mains, UPSC Exam, SSC Exams, Defence Exams, Insurance Exams, Bank Cleri... More [+]","
	Rai Tutorials  is an institute for school students where they will get good facility and calm studying atmosphere with a very high level of teaching. We will identify the strength and weakness of each student individually for their studies. Our method of teaching is similar to home tuition where every student get individual attention .We welcome all the parents and students who are looking for good tutoring",
Commerce Guru                  ,N/A,N/A,Bahmalpur,Allahabad,Allahabad,India,,"English, Hindi, Language, Mathematics, EVS, History, Geography, Science, Computer, Physics, Chemistry, Biology, All Subjects, Economics, Zoology, Accountancy, Commerce Subjects, Botany, Business Maths, Costing, Education, Physiology, Political Science, Psychology, Sociology, Statistics, Food & Nutri... More [+]","abhay agrawal
manish pandey
imran khan",
Rd International                  ,N/A,N/A,Indiranagar,#2151 First Floor 17th Main. HAL II Stage. Indiranagar. Opposite To BESCOM Office Bangalore 560008.,Bangalore,India,,"Study in USA, IELTS, Study in Germany, GRE, Study in New Zealand","
	Why to take IELTS test prep from RD International?

	 

	•           More than 50 hours of comprehensive program for IELTS test preparation

	•           Exclusive Comprehensive Study Material.

	•           Additional Homework assistance to supplement the classwork instruction.

	•           Extensive practice worksheets to supplement classroom instruction.

	•           Test taking tips and strategies for getting high scores.

	•           Experienced faculty with years of experience in this field.

	 

	•           Assistance for Admissions for Study Abroad & Visa assistance.",
Eon Education                  ,N/A,N/A,Jp Nagar,"J P Nagar 1st Phase, Near Indira Gandhi Circle",Bangalore,India,,"All Subjects, Accountancy, Geography, History, Hindi, IT & Computer Subjects, Spoken English","
	We are one of the best tutorial center of Bangalore.We have branches in Pune, Hyderabad and Chennai also.",
Better Your Grades                  ,N/A,N/A,Cubban Road,"Koramanagala, Bangalore",Bangalore,India,,"Biology, Chemistry, English, EVS, Mathematics, Physics, Science, Algebra, Zoology, Bio Technology, Botany, Olympiad Exam Preparation","
	We, at Better Your Grades, provide tutoring services for students between 5th -12th grade. We have expert tutors for English, Maths, Physics, Chemistry and Biology. We were established with the prime objective to serve our clients with best of education. Our intensive coaching program is dealt with diligence and support for superior learning.",
Premier Tuitions                  ,N/A,N/A,Jp Nagar,"No 13/1, 10th Cross, Hosur Main Road, Bommanahalli, Bangalore 560068",Bangalore,India,,"All Subjects, Accountancy, Biology, Botany, Chemistry, Economics, English, Geography, History, Mathematics, Physics, B.Com Tuition, B.Ed Tuition, B.Sc Tuition, BA Tuition, Banking & Finance, BBA Tuition, BCA Tuition, Business Maths, Costing, Direct Tax, Electronics, AIEEE, Architecture, BCA Entrance... More [+]","
	Premier Tuitions concentrate exclusively only on Bangalore region and is the outcome of a long quest to combine the latest in pedagogy, through its unique tutoring methodology, with the best in technology, which makes it available to students from all over the Bangalore.",
First Guide Academy                  ,N/A,N/A,Hsr Layout,"Shri Manjunath Arcade, 669, 1st Floor, 9th Main, Vll Sector, Hsr Layout, Bangalore, 560102",Bangalore,India,,"Olympiad Exam Preparation, Biology, Business Maths, Chemistry, Commerce Subjects, Computer Science, Economics, English, Mathematics, Physics, Statistics, Accountancy, Algebra, All Subjects, EVS, Geography, Hindi, History, Marathi, NSTSE, NTSE, School level computer, Social Studies, Special Education... More [+]","
	First Guide Academy is an industry-leader in academic tutoring programs that help students develop valuable studying skills resulting in higher learning abilities and better grades. As part of our ongoing commitment to learning, we provide tailor-made resources for students including prep tests and refresher courses. Our mission at First Guide Academy is to help students achieve success with our flexible, affordable competency based courses. Since our inception, we have actively worked with parents and students to establish student goals. We have designed our courses to be affordable and accessible to students at every stage of their educational career making it easy to streamline life education and fun. Our amazing teachers, supportive coaches and our resources are designed to appeal to all kinds of learning styles, we’ve created a vibrant environment that listens to individual needs and values each and every student’s success.",
Schoolpage Tutorials                  ,N/A,N/A,Koramangala,No.659 5th Main Road Ombr Layout Bangalore - 560043,Bangalore,India,,"Chemistry, English, Mathematics, Physics, French, German, Hindi, Spanish","
	School Page is the outcome of a long quest to combine the latest in pedagogy, through its unique e-Tutoring (STS) methodology, with the best in technology, which makes it available to students from all over the world.While there are large numbers of great teachers available throughout the world, great teaching and great tutoring are very different in many ways and require very different approaches. There are also many differences between classroom teaching and off-school tutoring methodologies. With this in mind, the SchoolPage team worked with other global academics to create the unique SchoolPage e-Tutoring System (the STS), which is based on Richard E. Mayer’s ‘Cognitive Theory of Multimedia Learning’. The STS is a highly structured academic system. Through the use of a 9-stage lesson organizational structure, STS is used in every SchoolPage session ensuring better engagement, superior retention and rapid results. STS includes the use of cognitive tools such as Mind Mapping, self-diagnosis tools such as Comfort Boxes, and Learning Outcomes that are highly student centric.",
Institute Of Sai                  ,N/A,N/A,Nandini Layout,"No 1245, 1st Floor Sai Ramaneeyam, 3rd Cross 1st Block, New Thippasandra, Geethanjali Layout, Road Opposite To Shakthi Ganapathi Temple And Kalyana Mantap, Bangalore, 560075",Bangalore,India,,"CS - Executive, CS - Foundation, CS Professional, Direct Tax Laws, BBA Tuition, Business Maths, Mathematics, Statistics, Administrative Laws, Civil Laws, Law Entrance, Company Laws, Contract Act Laws, Criminal Laws, Jurisprudence, LLB, LLM, Tax Laws, BBA Entrance, BBA Subjects, MBA Entrance, Managem... More [+]","Institute of Sai is a registered and well established coaching academy offering coaching for UGC NET Examinations, Judicial Services examination, CLAT, and Company Secretary courses at New Thippasandra, Bangalore.",
